ID,DateTime,OutcomeType,AnimalType,SexuponOutcome,AgeuponOutcome,Breed,Color
A695919,2015-02-01 13:24:00,Adoption,Dog,Neutered Male,2 years,Boxer Mix,Brown Brindle
A711741,2015-09-12 13:37:00,Return_to_owner,Dog,Neutered Male,4 years,Dachshund Mix,White/Tan
A717558,2015-12-28 08:10:00,Transfer,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Torbie
A674650,2014-03-16 16:05:00,Transfer,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Tortie
A670897,2014-01-17 17:57:00,Return_to_owner,Dog,Neutered Male,2 years,Australian Cattle Dog/German Shorthair Pointer,White/Tricolor
A674007,2014-03-07 15:45:00,Transfer,Dog,Intact Female,4 months,Pit Bull Mix,Chocolate/White
A715134,2015-11-01 09:00:00,Transfer,Cat,Intact Male,3 months,Domestic Shorthair Mix,Blue Tabby
A718683,2016-01-05 13:27:00,Transfer,Cat,Intact Male,3 months,Domestic Shorthair Mix,Orange Tabby/White
A702819,2015-05-18 13:07:00,Euthanasia,Cat,Unknown,1 weeks,Domestic Shorthair Mix,Blue Tabby/White
A707651,2015-07-21 17:37:00,Adoption,Dog,Spayed Female,3 years,Plott Hound Mix,Brown Brindle
A667970,2013-11-30 17:17:00,Adoption,Dog,Neutered Male,5 months,Labrador Retriever/German Shepherd,Tan/Black
A711905,2015-09-17 18:35:00,Adoption,Dog,Spayed Female,7 months,Flat Coat Retriever Mix,Chocolate
A704993,2015-06-19 09:20:00,Died,Cat,Intact Female,4 weeks,Domestic Shorthair Mix,Tortie
A699469,2015-04-03 16:52:00,Transfer,Dog,Spayed Female,2 months,Labrador Retriever Mix,Black/White
A690387,2014-10-20 09:00:00,Transfer,Cat,Intact Male,1 year,Domestic Shorthair Mix,Black
A665225,2013-10-19 17:53:00,Adoption,Dog,Spayed Female,2 months,Pug Mix,Brown/Black
A671027,2014-02-06 17:18:00,Adoption,Dog,Spayed Female,3 years,Chihuahua Shorthair Mix,White/Chocolate
A694956,2015-01-30 14:55:00,Adoption,Dog,Neutered Male,1 year,American Bulldog Mix,White/Black
A691749,2014-11-13 11:23:00,Adoption,Dog,Spayed Female,2 months,Labrador Retriever Mix,Black/White
A714816,2015-11-03 11:52:00,Transfer,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Blue Tabby/White
A704297,2015-06-03 14:36:00,Euthanasia,Cat,Intact Male,1 month,Domestic Shorthair Mix,Black
A685575,2014-08-12 17:11:00,Return_to_owner,Dog,Neutered Male,5 months,Jack Russell Terrier Mix,White
A706200,2015-06-26 16:18:00,Return_to_owner,Dog,Neutered Male,4 months,Wirehaired Pointing Griffon Mix,Black/White
A707817,2015-07-19 09:00:00,Transfer,Cat,Intact Female,4 months,Domestic Shorthair Mix,Brown Tabby
A709694,2015-08-12 13:19:00,Euthanasia,Cat,Intact Female,1 year,Domestic Shorthair Mix,Brown Tabby
A701319,2015-05-04 17:04:00,Adoption,Cat,Spayed Female,3 years,Domestic Shorthair Mix,Black/White
A714196,2015-11-04 10:36:00,Transfer,Cat,Neutered Male,7 years,Domestic Longhair Mix,Black
A700388,2015-04-14 09:00:00,Transfer,Cat,Intact Male,3 years,Domestic Shorthair Mix,Orange Tabby
A701530,2015-08-11 16:24:00,Return_to_owner,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Brown Tabby/White
A699342,2015-03-26 11:42:00,Return_to_owner,Dog,Spayed Female,3 years,Border Collie Mix,Black/White
A668607,2014-06-17 13:26:00,Transfer,Dog,Neutered Male,2 years,French Bulldog/Chihuahua Shorthair,Black/Red
A694647,2015-01-20 16:15:00,Adoption,Dog,Neutered Male,10 months,German Shepherd Mix,Black
A708049,2015-08-03 17:11:00,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby/White
A709372,2015-08-09 18:52:00,Adoption,Dog,Spayed Female,10 years,Greyhound Mix,Tan/White
A694872,2015-01-05 19:00:00,Euthanasia,Cat,Intact Female,8 years,Domestic Medium Hair Mix,White
A673972,2014-03-10 17:30:00,Died,Dog,Neutered Male,10 years,Pug/Chihuahua Shorthair,Cream
A669482,2013-12-27 16:46:00,Adoption,Dog,Neutered Male,5 years,Pug/Chihuahua Shorthair,Brown/Black
A708388,2015-07-28 09:00:00,Transfer,Cat,Intact Male,5 months,Domestic Shorthair Mix,Blue
A678315,2014-05-18 11:08:00,Transfer,Dog,Intact Female,12 years,Flat Coat Retriever Mix,Black
A715323,2015-11-30 13:56:00,Transfer,Dog,Spayed Female,2 years,German Shepherd Mix,Black/Brown Brindle
A666423,2013-11-01 11:06:00,Euthanasia,Dog,Intact Female,2 years,Pit Bull Mix,Red/Brown
A669054,2013-12-18 14:38:00,Transfer,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Blue Tabby
A669181,2013-12-18 18:21:00,Adoption,Dog,Neutered Male,2 months,Labrador Retriever Mix,Black/White
A684079,2014-07-23 18:36:00,Adoption,Dog,Spayed Female,2 months,Chihuahua Longhair Mix,Sable/Tan
A627376,2015-07-21 17:09:00,Adoption,Dog,Neutered Male,6 years,American Staffordshire Terrier,Brown/White
A668503,2013-12-06 17:28:00,Transfer,Cat,Unknown,2 years,Domestic Shorthair Mix,Orange Tabby
A667008,2013-11-24 13:32:00,Adoption,Cat,Intact Female,2 months,Domestic Shorthair Mix,Blue
A720854,2016-02-20 17:31:00,Transfer,Dog,Neutered Male,7 years,Chihuahua Longhair Mix,Brown/White
A681246,2014-07-03 14:38:00,Adoption,Cat,Intact Male,2 months,Domestic Medium Hair Mix,Brown Tabby/White
A667329,2013-11-21 13:34:00,Adoption,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Orange Tabby/White
A654782,2013-10-09 18:54:00,Adoption,Dog,Spayed Female,11 months,Pointer/Labrador Retriever,White/Black
A699834,2015-04-09 15:30:00,Return_to_owner,Dog,Spayed Female,2 years,Australian Shepherd,Red Merle
A705611,2015-06-24 15:14:00,Transfer,Dog,Intact Female,3 months,Pit Bull Mix,White/Brown
A678314,2014-05-22 11:50:00,Adoption,Dog,Neutered Male,3 years,Chihuahua Shorthair Mix,Cream
A713406,2015-10-08 13:47:00,Transfer,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Brown Tabby
A700364,2015-05-17 11:12:00,Adoption,Cat,Neutered Male,2 months,Manx Mix,Orange Tabby
A664742,2013-10-11 18:08:00,Return_to_owner,Dog,Spayed Female,4 years,Dachshund Mix,Black/White
A701395,2015-06-24 12:23:00,Transfer,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black/White
A672192,2014-05-22 10:18:00,Adoption,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Orange Tabby
A677338,2014-04-25 13:04:00,Transfer,Dog,Intact Female,1 month,Cairn Terrier/Chihuahua Shorthair,Tan
A669135,2013-12-18 16:14:00,Transfer,Cat,Intact Female,1 month,Domestic Shorthair Mix,Tortie
A688881,2014-09-29 16:38:00,Adoption,Dog,Neutered Male,10 months,Soft Coated Wheaten Terrier Mix,Cream
A693670,2014-12-28 13:26:00,Transfer,Dog,Intact Male,6 months,Beagle Mix,Tan/White
A692883,2015-01-09 15:28:00,Return_to_owner,Dog,Spayed Female,9 months,English Pointer Mix,White/Black
A689496,2014-10-04 17:28:00,Euthanasia,Dog,Intact Male,10 years,St. Bernard Smooth Coat Mix,White/Brown
A692132,2014-11-21 11:12:00,Transfer,Dog,Neutered Male,4 months,Pit Bull Mix,Tan/White
A678590,2014-05-17 12:13:00,Adoption,Dog,Neutered Male,2 months,German Shepherd/Pembroke Welsh Corgi,Tricolor/Brown
A701742,2015-05-07 15:12:00,Return_to_owner,Dog,Intact Male,12 years,Chihuahua Longhair Mix,Tan
A714320,2015-12-18 14:49:00,Adoption,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Calico
A704121,2015-06-03 12:11:00,Transfer,Dog,Spayed Female,2 years,Shih Tzu Mix,Tricolor
A658625,2014-01-19 17:07:00,Adoption,Cat,Neutered Male,9 years,Domestic Shorthair Mix,Brown Tabby
A536757,2015-06-21 11:59:00,Return_to_owner,Dog,Spayed Female,8 years,Miniature Poodle Mix,Buff
A684436,2014-08-24 14:51:00,Transfer,Dog,Spayed Female,1 year,Labrador Retriever Mix,Black/White
A703541,2015-05-30 15:18:00,Transfer,Dog,Intact Male,2 months,Newfoundland Mix,Black/White
A676549,2014-04-17 13:46:00,Transfer,Dog,Intact Female,8 months,Queensland Heeler Mix,White/Brown
A690041,2014-11-08 17:46:00,Adoption,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Orange Tabby/White
A656767,2014-10-09 18:08:00,Return_to_owner,Dog,Spayed Female,2 years,Pit Bull Mix,Brown/White
A685624,2014-08-12 17:59:00,Return_to_owner,Dog,Intact Female,3 years,Chihuahua Shorthair Mix,Brown
A710335,2015-09-05 08:45:00,Died,Cat,Intact Male,1 month,Domestic Longhair Mix,Blue
A616126,2014-04-27 17:38:00,Return_to_owner,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,White/Tan
A627576,2015-02-14 12:25:00,Transfer,Dog,Neutered Male,2 years,Labrador Retriever Mix,Brown
A705306,2015-06-16 09:00:00,Transfer,Cat,Intact Female,10 months,Domestic Shorthair Mix,Brown Tabby
A618687,2015-05-20 14:13:00,Euthanasia,Dog,Neutered Male,12 years,Rottweiler/Chow Chow,Black/Tan
A667591,2013-12-19 13:06:00,Adoption,Dog,Spayed Female,1 year,Border Collie Mix,Black/White
A720186,2016-02-05 15:08:00,Transfer,Dog,Intact Female,12 years,Labrador Retriever/Chow Chow,Black/Brown
A712904,2015-09-29 19:01:00,Transfer,Cat,Intact Male,1 week,Domestic Shorthair Mix,Brown Tabby/White
A680852,2014-07-26 14:43:00,Adoption,Dog,Neutered Male,3 months,Pointer/Border Collie,Black/White
A697877,2015-03-09 11:37:00,Transfer,Dog,Intact Female,10 years,Lhasa Apso Mix,Buff
A682017,2015-04-23 16:18:00,Transfer,Dog,Neutered Male,1 year,Labrador Retriever Mix,Black/White
A688761,2014-09-23 13:22:00,Transfer,Cat,Intact Female,1 weeks,Domestic Shorthair Mix,Torbie
A684161,2014-07-24 20:02:00,Adoption,Dog,Spayed Female,3 months,Border Collie Mix,Black/White
A701368,2015-04-29 12:15:00,Transfer,Dog,Intact Female,3 years,Miniature Poodle/Cocker Spaniel,Black/White
A715202,2015-11-06 12:46:00,Transfer,Dog,Intact Female,3 years,Chihuahua Longhair Mix,White
A691471,2015-02-15 11:01:00,Transfer,Dog,Intact Male,2 years,Pit Bull Mix,Brown/White
A712862,2015-10-06 13:59:00,Transfer,Dog,Neutered Male,7 years,Miniature Schnauzer Mix,Black
A684570,2014-10-18 18:05:00,Adoption,Cat,Neutered Male,3 months,Domestic Medium Hair Mix,Blue
A705260,2015-06-17 15:46:00,Return_to_owner,Dog,Spayed Female,2 years,Pit Bull Mix,White/Blue
A652198,2014-07-06 16:16:00,Adoption,Dog,Spayed Female,2 years,Feist Mix,Tan/White
A664169,2014-03-27 10:39:00,Adoption,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,Red
A671199,2014-01-28 17:33:00,Adoption,Dog,Neutered Male,2 months,Chow Chow/Border Collie,Black/White
A664071,2013-10-09 13:16:00,Transfer,Cat,Neutered Male,3 months,Domestic Shorthair Mix,White/Black
A659352,2014-02-08 11:39:00,Adoption,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Black
A715857,2015-11-15 19:08:00,Transfer,Cat,Intact Male,2 years,Domestic Shorthair Mix,Brown Tabby
A715736,2015-11-10 09:00:00,Transfer,Cat,Unknown,10 months,Domestic Longhair Mix,Blue Tabby/White
A709539,2015-09-08 17:54:00,Adoption,Dog,Spayed Female,4 years,Rottweiler,Tricolor
A652104,2015-11-22 11:17:00,Return_to_owner,Dog,Neutered Male,3 years,Chihuahua Shorthair Mix,Brown
A671067,2014-01-21 17:12:00,Adoption,Dog,Spayed Female,3 months,Miniature Pinscher Mix,Chocolate/Brown
A702693,2015-05-16 18:41:00,Transfer,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Orange Tabby
A693687,2015-03-27 14:52:00,Euthanasia,Dog,Neutered Male,1 year,American Staffordshire Terrier Mix,Fawn
A564774,2015-02-15 14:14:00,Return_to_owner,Dog,Spayed Female,6 years,Carolina Dog/Pit Bull,Brown
A685699,2014-10-02 11:02:00,Adoption,Cat,Spayed Female,8 years,Domestic Shorthair Mix,Black
A675619,2014-04-05 17:48:00,Adoption,Dog,Neutered Male,2 years,Chihuahua Shorthair Mix,Chocolate/White
A696544,2015-03-04 11:06:00,Adoption,Dog,Spayed Female,2 years,Labrador Retriever Mix,Black
A719753,2016-01-30 18:19:00,Return_to_owner,Dog,Spayed Female,1 year,Australian Cattle Dog Mix,Red Merle
A672529,2014-02-16 13:45:00,Transfer,Dog,Spayed Female,3 months,Catahoula/Labrador Retriever,White/Brown
A671673,2014-01-29 15:24:00,Transfer,Cat,Intact Male,2 years,Domestic Shorthair Mix,Blue
A668596,2013-12-13 11:40:00,Return_to_owner,Dog,Intact Female,4 weeks,Chihuahua Shorthair Mix,Tricolor
A694104,2014-12-26 15:47:00,Transfer,Cat,Neutered Male,7 years,Persian Mix,Brown Tabby
A703208,2015-05-26 18:10:00,Adoption,Cat,Intact Male,1 month,Domestic Shorthair Mix,Blue
A690225,2014-10-16 18:43:00,Return_to_owner,Dog,Neutered Male,10 years,Labrador Retriever Mix,Black
A685599,2014-08-13 18:46:00,Adoption,Dog,Neutered Male,1 year,Soft Coated Wheaten Terrier Mix,Cream/Black
A663764,2013-10-05 18:22:00,Adoption,Dog,Spayed Female,2 years,Staffordshire Mix,Blue/White
A719677,2016-01-25 00:00:00,Transfer,Dog,Intact Male,3 years,Dachshund Mix,Red
A715244,2015-11-29 19:17:00,Adoption,Cat,Neutered Male,13 years,Domestic Shorthair Mix,Silver Tabby
A688142,2014-09-16 17:48:00,Return_to_owner,Dog,Neutered Male,1 year,Chihuahua Shorthair Mix,Brown
A674899,2014-03-25 11:49:00,Return_to_owner,Dog,Intact Male,1 year,American Bulldog Mix,Blue Cream/White
A691990,2014-11-30 14:21:00,Transfer,Dog,Spayed Female,1 year,Labrador Retriever Mix,Yellow/White
A709092,2015-08-10 18:49:00,Adoption,Dog,Neutered Male,8 months,Soft Coated Wheaten Terrier Mix,Brown
A709872,2015-08-21 14:48:00,Adoption,Dog,Spayed Female,8 months,Chihuahua Shorthair Mix,Red/White
A681905,2014-07-11 17:43:00,Adoption,Cat,Intact Female,2 months,Domestic Medium Hair Mix,Black/White
A670487,2014-02-16 16:43:00,Adoption,Dog,Spayed Female,6 years,Chihuahua Shorthair,Brown
A685685,2014-08-18 16:48:00,Adoption,Dog,Neutered Male,4 years,Miniature Schnauzer Mix,Black
A706411,2015-07-03 17:34:00,Adoption,Dog,Spayed Female,5 months,German Shepherd Mix,Sable
A564102,2014-07-08 14:45:00,Transfer,Cat,Spayed Female,5 years,Domestic Shorthair Mix,Calico
A711429,2015-09-27 13:08:00,Adoption,Dog,Neutered Male,2 years,Labrador Retriever Mix,Black
A694307,2014-12-27 12:11:00,Transfer,Dog,Intact Female,2 days,Pit Bull Mix,Brown Brindle/White
A664158,2013-10-02 12:06:00,Transfer,Dog,Intact Male,1 month,Chihuahua Shorthair Mix,White/Black
A695173,2015-01-31 12:36:00,Adoption,Cat,Spayed Female,14 years,Domestic Longhair Mix,Calico
A690090,2014-10-20 13:50:00,Transfer,Cat,Intact Male,1 year,Domestic Shorthair Mix,Black/White
A690905,2014-12-17 12:07:00,Adoption,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Torbie
A690030,2014-10-18 16:16:00,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby/White
A714134,2015-10-19 19:00:00,Adoption,Dog,Spayed Female,1 year,Soft Coated Wheaten Terrier Mix,White/Black
A717828,2016-02-06 18:12:00,Adoption,Dog,Neutered Male,1 month,Miniature Poodle Mix,Black/White
A704748,2015-06-13 12:07:00,Return_to_owner,Dog,Intact Female,4 years,Chinese Sharpei Mix,Brown
A688684,2014-09-23 09:00:00,Transfer,Cat,Intact Male,5 months,Domestic Shorthair Mix,Brown Tabby
A690765,2014-11-07 17:34:00,Euthanasia,Dog,Intact Male,5 years,Rhod Ridgeback,Red/Black
A674902,2014-03-24 11:47:00,Euthanasia,Dog,Intact Female,5 months,Pointer/Australian Cattle Dog,White/Brown
A673709,2014-02-28 18:53:00,Euthanasia,Cat,Unknown,1 year,Domestic Longhair Mix,Brown Tabby/White
A693204,2014-12-04 09:00:00,Transfer,Cat,Neutered Male,3 years,Siamese Mix,Flame Point
A714571,2015-10-26 09:00:00,Transfer,Cat,Unknown,2 years,Domestic Longhair Mix,Blue/White
A702741,2015-06-03 11:19:00,Return_to_owner,Dog,Intact Female,2 years,Labrador Retriever/Pit Bull,Chocolate/White
A651737,2014-01-31 11:17:00,Return_to_owner,Dog,Spayed Female,9 years,Rottweiler Mix,Black/Brown
A657945,2013-10-13 16:14:00,Adoption,Dog,Spayed Female,2 years,Manchester Terrier Mix,Black/Brown
A708146,2015-08-29 00:00:00,Adoption,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black/White
A688454,2014-10-18 19:15:00,Adoption,Cat,Neutered Male,1 month,Domestic Shorthair Mix,Black
A667943,2013-11-29 12:38:00,Adoption,Dog,Spayed Female,8 months,Standard Schnauzer,Black
A702437,2015-06-23 07:49:00,Adoption,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Tortie
A691567,2014-11-10 17:53:00,Adoption,Dog,Neutered Male,2 months,Yorkshire Terrier/Chihuahua Shorthair,Brown
A704964,2015-06-11 14:59:00,Transfer,Cat,Unknown,4 weeks,Domestic Shorthair Mix,Calico
A697928,2015-04-22 10:14:00,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby/White
A720298,2016-02-10 17:28:00,Return_to_owner,Dog,Neutered Male,3 months,Pit Bull Mix,White/Blue
A665755,2013-12-01 13:16:00,Adoption,Dog,Spayed Female,2 years,Pit Bull Mix,Blue/White
A685880,2015-02-18 15:41:00,Adoption,Dog,Spayed Female,1 year,Pit Bull Mix,Brown/White
A698475,2015-05-23 18:50:00,Adoption,Dog,Spayed Female,5 years,American Staffordshire Terrier Mix,Brown/White
A714803,2015-10-28 17:41:00,Return_to_owner,Dog,Spayed Female,2 years,Great Pyrenees/Anatol Shepherd,White
A606532,2014-10-27 14:15:00,Return_to_owner,Dog,Neutered Male,4 years,Cairn Terrier Mix,Cream
A704977,2015-06-29 18:08:00,Adoption,Cat,Intact Female,2 months,Domestic Longhair Mix,Black
A673624,2014-03-07 15:17:00,Adoption,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Brown Tabby/White
A702127,2015-07-08 17:22:00,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby
A686549,2014-08-24 16:44:00,Transfer,Cat,Intact Male,4 days,Domestic Shorthair Mix,Orange Tabby
A709977,2015-09-26 12:21:00,Adoption,Cat,Spayed Female,1 year,Domestic Shorthair Mix,Brown Tabby
A700113,2015-04-12 13:13:00,Transfer,Dog,Intact Female,7 months,Chihuahua Longhair Mix,Tricolor
A675096,2014-08-24 12:14:00,Adoption,Dog,Spayed Female,2 years,Staffordshire/Blue Lacy,Blue/White
A716796,2015-12-05 11:21:00,Adoption,Dog,Spayed Female,1 year,Dachshund Mix,Brown Brindle/White
A711409,2015-09-07 14:49:00,Transfer,Cat,Intact Female,10 months,Domestic Shorthair Mix,Blue/White
A682839,2014-07-07 18:16:00,Return_to_owner,Dog,Spayed Female,3 years,Chihuahua Shorthair Mix,Tricolor
A679727,2014-05-29 18:00:00,Return_to_owner,Dog,Neutered Male,1 year,German Shepherd Mix,Sable
A683536,2014-07-11 17:51:00,Transfer,Cat,Intact Female,3 days,Domestic Shorthair Mix,Brown Tabby
A694884,2015-02-03 12:59:00,Adoption,Dog,Spayed Female,1 year,Australian Cattle Dog Mix,White/Brown
A716274,2015-11-21 11:43:00,Adoption,Dog,Spayed Female,1 year,Boxer Mix,Tricolor
A681805,2014-07-29 14:04:00,Adoption,Dog,Neutered Male,10 months,Jack Russell Terrier/Chihuahua Shorthair,Red/White
A701608,2015-05-03 09:00:00,Transfer,Cat,Unknown,1 year,Domestic Shorthair Mix,Blue/White
A679234,2014-05-26 14:02:00,Return_to_owner,Dog,Intact Male,2 years,German Shepherd Mix,Black
A693600,2014-12-15 17:28:00,Adoption,Dog,Spayed Female,2 months,Chihuahua Shorthair Mix,Black/Tricolor
A707978,2015-10-08 13:53:00,Transfer,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Blue Tabby
A707669,2015-07-20 17:44:00,Adoption,Cat,Intact Male,2 months,Domestic Shorthair Mix,Brown Tabby/White
A720690,2016-02-18 12:03:00,Adoption,Dog,Neutered Male,5 months,Dachshund Mix,Tricolor
A650619,2015-12-14 19:06:00,Adoption,Dog,Neutered Male,8 years,German Shepherd/Labrador Retriever,Tricolor
A709474,2015-08-09 18:14:00,Transfer,Dog,Intact Female,1 month,Beagle,Tricolor
A702599,2015-05-29 18:23:00,Adoption,Dog,Neutered Male,3 months,Labrador Retriever Mix,Yellow/White
A709131,2015-09-18 15:12:00,Transfer,Dog,Neutered Male,2 years,Harrier Mix,Red/White
A686138,2014-08-22 11:07:00,Adoption,Dog,Neutered Male,10 months,Chihuahua Shorthair/Dachshund,Brown/Tricolor
A707639,2015-07-24 13:59:00,Adoption,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Cream Tabby
A682819,2014-07-08 18:26:00,Transfer,Dog,Neutered Male,2 years,Cocker Spaniel/Golden Retriever,Gold/White
A671569,2014-01-27 16:28:00,Return_to_owner,Dog,Spayed Female,4 years,Weimaraner/Labrador Retriever,Chocolate/Red
A704379,2015-06-08 17:05:00,Adoption,Dog,Neutered Male,10 months,Tibetan Terrier/Lhasa Apso,Black/White
A688741,2014-10-05 15:10:00,Transfer,Cat,Intact Female,1 month,Domestic Shorthair Mix,Torbie
A681261,2014-06-15 19:12:00,Transfer,Cat,Intact Female,3 months,Domestic Shorthair Mix,Black/White
A707629,2015-07-24 18:01:00,Adoption,Dog,Neutered Male,2 months,Labrador Retriever Mix,Black/White
A687096,2014-09-05 18:16:00,Adoption,Dog,Spayed Female,3 months,Labrador Retriever Mix,Red
A677233,2014-04-23 16:57:00,Return_to_owner,Dog,Neutered Male,2 years,Chihuahua Longhair Mix,Brown
A710603,2015-08-29 16:40:00,Adoption,Dog,Spayed Female,1 year,Whippet/Labrador Retriever,Brown Brindle/White
A686254,2014-08-25 18:43:00,Adoption,Cat,Neutered Male,4 months,Domestic Shorthair Mix,Orange Tabby
A685511,2014-08-11 15:04:00,Transfer,Cat,Intact Male,2 months,Domestic Shorthair Mix,Black
A666319,2013-11-09 18:44:00,Euthanasia,Cat,Spayed Female,8 years,Persian Mix,Flame Point
A694719,2015-01-06 12:57:00,Return_to_owner,Dog,Neutered Male,16 years,Australian Cattle Dog Mix,Brown/White
A680780,2014-09-03 17:55:00,Euthanasia,Dog,Spayed Female,2 years,Pit Bull Mix,Black
A702484,2015-06-25 17:15:00,Adoption,Cat,Spayed Female,8 years,Siamese Mix,Lynx Point
A694521,2015-01-07 18:04:00,Adoption,Dog,Spayed Female,3 years,Chihuahua Shorthair,Brown/White
A669725,2014-01-07 17:28:00,Transfer,Dog,Neutered Male,2 years,Chihuahua Shorthair,White/Tan
A686535,2014-08-24 09:00:00,Transfer,Cat,Intact Male,8 months,Domestic Shorthair Mix,Black
A685610,2014-08-14 12:15:00,Transfer,Dog,Spayed Female,1 year,Pit Bull Mix,White/Brown Brindle
A691734,2014-12-20 14:27:00,Adoption,Cat,Spayed Female,5 years,Domestic Shorthair Mix,Blue Tabby
A714278,2015-12-15 11:55:00,Adoption,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Black
A695622,2015-01-20 09:00:00,Transfer,Cat,Unknown,1 year,Domestic Shorthair Mix,Brown Tabby
A685068,2014-08-14 18:46:00,Adoption,Cat,Intact Female,1 month,Domestic Shorthair Mix,Blue Tabby/White
A643733,2015-02-17 16:24:00,Return_to_owner,Dog,Neutered Male,7 years,Chihuahua Shorthair Mix,Black/Tan
A700051,2015-04-09 14:17:00,Transfer,Cat,Unknown,3 days,Domestic Shorthair Mix,Brown Tabby
A692542,2014-12-11 14:06:00,Transfer,Dog,Neutered Male,2 years,Labrador Retriever Mix,Black
